Solver Type,Puzzle Type,Image Filenames,Number of Input Puzzles,Number of Output Puzzles,Diff Between Output and Expected Puzzle Count,Input Puzzle #,Input Piece Count,Standard Direct Accuracy Puzzle #,Standard Direct Accuracy Solved Puzzle Piece Count,Standard Direct Accuracy Score,Standard Direct Accuracy Different Puzzle,Standard Direct Accuracy Wrong Location,Standard Direct Accuracy Wrong Rotation,Standard Direct Accuracy Piece Missing Count,Modified Direct Accuracy Puzzle #,Modified Direct Accuracy Solved Puzzle Piece Count,Modified Direct Accuracy Score,Modified Direct Accuracy Different Puzzle,Modified Direct Accuracy Wrong Location,Modified Direct Accuracy Wrong Rotation,Modified Direct Accuracy Piece Missing Count,Modified Neighbor Accuracy Puzzle #,Modified Neighbor Accuracy Solved Puzzle Piece Count,Modified Neighbor Accuracy Score,Modified Neighbor Accuracy Missing Piece Count,Modified Neighbor Accuracy Edges from Different Puzzle
paikin_tal,2,primula_pixabay | dandelion_pixabay | mcgill_540_15 | mcgill_540_16 | mcgill_540_7 | cho_432_18 | pomeranz_805_8 | pomeranz_805_13 | pomeranz_805_14 | pomeranz_805_19,10,10,0,Input Puzzle #0,264,Solved Puzzle #3,310,0.0,0.148387096774,0.835483870968,0.00322580645161,4,Solved Puzzle #3,310,0.0,0.148387096774,0.835483870968,0.00322580645161,4,Solved Puzzle#3,444,0.544084821429,4,184,Input Puzzle #1,330,Solved Puzzle #4,1154,0.0,0.71403812825,0.28596187175,0.0,0,Solved Puzzle #4,1154,0.0,0.71403812825,0.28596187175,0.0,0,Solved Puzzle#4,3626,0.0895615002758,0,3296,Input Puzzle #2,540,Solved Puzzle #1,540,0.0592592592593,0.0,0.0,0.0,508,Solved Puzzle #1,540,0.0592592592593,0.0,0.0,0.0,508,Solved Puzzle#8,216,0.326684397163,348,24,Input Puzzle #3,540,Solved Puzzle #0,540,0.525925925926,0.0,0.0,0.0,256,Solved Puzzle #0,540,0.525925925926,0.0,0.0,0.0,256,Solved Puzzle#0,284,0.508796296296,256,0,Input Puzzle #4,540,Solved Puzzle #6,540,0.942592592593,0.0,0.0,0.0,31,Solved Puzzle #6,540,0.942592592593,0.0,0.0,0.0,31,Solved Puzzle#6,509,0.931018518519,31,0,Input Puzzle #5,432,Solved Puzzle #9,3033,0.0,0.857566765579,0.142433234421,0.0,0,Solved Puzzle #9,3033,0.0,0.857566765579,0.142433234421,0.0,0,Solved Puzzle#9,10836,0.0336378737542,0,10404,Input Puzzle #6,805,Solved Puzzle #9,3033,0.0,0.734586218266,0.265413781734,0.0,0,Solved Puzzle #9,3033,0.0,0.734586218266,0.265413781734,0.0,0,Solved Puzzle#9,9717,0.0769270350931,0,8912,Input Puzzle #7,805,Solved Puzzle #9,3051,0.0,0.736152081285,0.2579482137,0.0,18,Solved Puzzle #9,3051,0.000327761389708,0.736152081285,0.257620452311,0.0,18,Solved Puzzle#9,9771,0.0701041985903,18,8984,Input Puzzle #8,805,Solved Puzzle #4,1196,0.0,0.326923076923,0.637959866221,0.0,42,Solved Puzzle #4,1196,0.0,0.326923076923,0.637959866221,0.0,42,Solved Puzzle#4,2327,0.310574081891,42,1564,Input Puzzle #9,805,Solved Puzzle #9,3076,0.0,0.738296488947,0.247724317295,0.0,43,Solved Puzzle #9,3076,0.0,0.738296488947,0.247724317295,0.0,43,Solved Puzzle#9,9846,0.0727576094651,43,9084
